	 its 	 r 	 ds 	 Newton iteration 	 flag 	 tol 	 residual 	 F(u;r) 	 iterations needed 
  94 	-0.0171826696 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00003014 	 0.000034729996 	 15.0 
  94 	-0.0171826943 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00078886 	 0.000001829063 	 21.0 
  94 	-0.0171858525 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00094068 	 0.000000001502 	 67.0 
  94 	-0.0171858525 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00086244 	 0.000000000015 	 96.0 
  95 	 -0.0159356570 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.017993183610 	 --- 
  95 	-0.0159370766 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00005506 	 0.000144876474 	  6.0 
  95 	-0.0164002400 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00006204 	 0.000034415192 	 15.0 
  95 	-0.0164002663 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00071228 	 0.000002304285 	 22.0 
  95 	-0.0164034779 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00080015 	 0.000000001574 	 69.0 
  95 	-0.0164034779 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00084546 	 0.000000000028 	 95.0 
  96 	 -0.0151849361 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.017538724450 	 --- 
  96 	-0.0151863154 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00005418 	 0.000140853087 	  6.0 
  96 	-0.0156433094 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00008557 	 0.000034089512 	 15.0 
  96 	-0.0156433364 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00093060 	 0.000002497994 	 22.0 
  96 	-0.0156466098 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00087201 	 0.000000001658 	 62.0 
  96 	-0.0156466098 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00081679 	 0.000000000012 	 102.0 
  97 	 -0.0144594586 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.017087973512 	 --- 
  97 	-0.0144607983 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00005331 	 0.000136833392 	  6.0 
  97 	-0.0149115735 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00009068 	 0.000033758821 	 15.0 
  97 	-0.0149116005 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00087790 	 0.000002656542 	 22.0 
  97 	-0.0149149023 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00089082 	 0.000000001717 	 65.0 
  97 	-0.0149149023 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00093907 	 0.000000000040 	 102.0 
  98 	 -0.0137588664 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.016641100621 	 --- 
  98 	-0.0137601670 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00005243 	 0.000132821212 	  6.0 
  98 	-0.0142045783 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00011739 	 0.000033409213 	 15.0 
  98 	-0.0142046075 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00043993 	 0.000001641193 	 23.0 
  98 	-0.0142079983 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00097028 	 0.000000001853 	 77.0 
  98 	-0.0142079984 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00095413 	 0.000000000013 	 104.0 
  99 	 -0.0130827906 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.016198275997 	 --- 
  99 	-0.0130840528 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00005156 	 0.000128820514 	  6.0 
  99 	-0.0135222442 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00005374 	 0.000033082081 	 15.0 
  99 	-0.0135222692 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00059700 	 0.000001426755 	 22.0 
  99 	-0.0135255299 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00099462 	 0.000000001761 	 73.0 
  99 	-0.0135255299 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00099907 	 0.000000000022 	 110.0 
 100 	 -0.0124308506 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.015759673957 	 --- 
 100 	-0.0124320749 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00005069 	 0.000124835344 	  6.0 
 100 	-0.0128636316 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00012790 	 0.000032696715 	 15.0 
 100 	-0.0128636609 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00044827 	 0.000001616695 	 23.0 
 100 	-0.0128671180 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00093081 	 0.000000001998 	 78.0 
 100 	-0.0128671180 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00089009 	 0.000000000023 	 105.0 
 101 	 -0.0118026554 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.015325466870 	 --- 
 101 	-0.0118038426 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004982 	 0.000120869898 	  6.0 
 101 	-0.0122289488 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00010469 	 0.000032339421 	 15.0 
 101 	-0.0122289767 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00047885 	 0.000001896988 	 23.0 
 101 	-0.0122323730 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00098371 	 0.000000001973 	 78.0 
 101 	-0.0122323730 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00095362 	 0.000000000025 	 108.0 
 102 	 -0.0111978033 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.014895829569 	 --- 
 102 	-0.0111989539 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004896 	 0.000116928445 	  6.0 
 102 	-0.0116171116 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00018784 	 0.000031910906 	 15.0 
 102 	-0.0116171455 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00063640 	 0.000002366609 	 23.0 
 102 	-0.0116208948 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00094066 	 0.000000002441 	 78.0 
 102 	-0.0116208948 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00094746 	 0.000000000040 	 106.0 
 103 	 -0.0106158816 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.014470936860 	 --- 
 103 	-0.0106169964 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004809 	 0.000113015343 	  6.0 
 103 	-0.0110251876 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00051307 	 0.000031043203 	 15.0 
 103 	-0.0110252810 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00064338 	 0.000001547318 	 24.0 
 103 	-0.0110322722 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00095039 	 0.000000008658 	 74.0 
 103 	-0.0110322723 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00090414 	 0.000000000066 	 94.0 
 104 	 -0.0100564667 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.014050966771 	 --- 
 104 	-0.0100575462 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004723 	 0.000109134980 	  6.0 
 104 	-0.0104611283 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00033769 	 0.000030961362 	 16.0 
 104 	-0.0104611828 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00065209 	 0.000001547445 	 25.0 
 104 	-0.0104660864 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00081706 	 0.000000004353 	 90.0 
 104 	-0.0104660864 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00092994 	 0.000000000052 	 107.0 
 105 	 -0.0095191306 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.013636077759 	 --- 
 105 	-0.0095201756 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004637 	 0.000105292001 	  6.0 
 105 	-0.0099091095 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00080345 	 0.000029407796 	 15.0 
 105 	-0.0099093087 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00097806 	 0.000002834678 	 24.0 
 105 	-0.0099219036 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00094749 	 0.000000029316 	 85.0 
 105 	-0.0099219036 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00096562 	 0.000000000711 	 92.0 
 106 	 -0.0090034182 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.013226486925 	 --- 
 106 	-0.0090044294 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004552 	 0.000101490446 	  6.0 
 106 	-0.0093897493 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00064765 	 0.000029467994 	 17.0 
 106 	-0.0093898953 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00090444 	 0.000000481787 	 28.0 
 106 	-0.0093992890 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00095786 	 0.000000016691 	 99.0 
 106 	-0.0093992890 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00076583 	 0.000000000129 	 110.0 
 107 	 -0.0085089026 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.012822277698 	 --- 
 107 	-0.0085098803 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004466 	 0.000097735758 	  6.0 
 107 	-0.0088849208 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00079923 	 0.000028546989 	 16.0 
 107 	-0.0088851242 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00082560 	 0.000000958725 	 26.0 
 107 	-0.0088977915 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00088581 	 0.000000031024 	 89.0 
 107 	-0.0088977915 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00090149 	 0.000000000979 	 97.0 
 108 	 -0.0080350957 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.012423732429 	 --- 
 108 	-0.0080360409 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004381 	 0.000094031311 	  6.0 
 108 	-0.0084094040 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00052955 	 0.000028894349 	 17.0 
 108 	-0.0084095161 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00097821 	 0.000000432932 	 28.0 
 108 	-0.0084169561 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00091989 	 0.000000010976 	 105.0 
 108 	-0.0084169561 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00098207 	 0.000000000129 	 119.0 
 109 	 -0.0075815558 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.012030907366 	 --- 
 109 	-0.0075824689 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004296 	 0.000090382543 	  6.0 
 109 	-0.0079524678 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00018813 	 0.000029006473 	 17.0 
 109 	-0.0079525006 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00051205 	 0.000000861398 	 26.0 
 109 	-0.0079563167 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00094246 	 0.000000002958 	 104.0 
 109 	-0.0079563167 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00097843 	 0.000000000042 	 127.0 
 110 	 -0.0071477841 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.011644064739 	 --- 
 110 	-0.0071486660 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004212 	 0.000086793072 	  6.0 
 110 	-0.0075099234 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00037623 	 0.000028319394 	 16.0 
 110 	-0.0075099844 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00053348 	 0.000001368228 	 25.0 
 110 	-0.0075153967 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00091197 	 0.000000006092 	 98.0 
 110 	-0.0075153967 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00098551 	 0.000000000069 	 120.0 
 111 	 -0.0067333024 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.011263324658 	 --- 
 111 	-0.0067341536 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004128 	 0.000083267554 	  6.0 
 111 	-0.0070833310 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00067829 	 0.000027123286 	 16.0 
 111 	-0.0070834838 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00079280 	 0.000001039973 	 26.0 
 111 	-0.0070937157 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00099781 	 0.000000022305 	 95.0 
 111 	-0.0070937157 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00098347 	 0.000000000627 	 103.0 
 112 	 -0.0063376187 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.010888847824 	 --- 
 112 	-0.0063384401 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00004044 	 0.000079810189 	  6.0 
 112 	-0.0066783995 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00076630 	 0.000026358362 	 17.0 
 112 	-0.0066786070 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00090196 	 0.000000294510 	 29.0 
 112 	-0.0066907891 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00061900 	 0.000000032435 	 124.0 
 112 	-0.0066907891 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00051086 	 0.000000000549 	 131.0 
 113 	 -0.0059602434 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.010520762422 	 --- 
 113 	-0.0059610355 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003960 	 0.000076425123 	  6.0 
 113 	-0.0062894772 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00092673 	 0.000025253212 	 17.0 
 113 	-0.0062897850 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00090503 	 0.000000251473 	 30.0 
 113 	-0.0063061228 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00099517 	 0.000000059843 	 110.0 
 113 	-0.0063061228 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00083910 	 0.000000002085 	 116.0 
 113 	-0.0063061303 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00085840 	 0.000000000003 	 227.0 
 114 	 -0.0056006838 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.010159195758 	 --- 
 114 	-0.0056014470 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003877 	 0.000073116346 	  6.0 
 114 	-0.0059349340 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00025587 	 0.000026637116 	 16.0 
 114 	-0.0059349729 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00041184 	 0.000000641057 	 25.0 
 114 	-0.0059392346 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00094464 	 0.000000004192 	 84.0 
 114 	-0.0059392346 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00093806 	 0.000000000050 	 110.0 
 115 	 -0.0052583990 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.009804420401 	 --- 
 115 	-0.0052591344 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003794 	 0.000069886708 	  6.0 
 115 	-0.0055750677 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00084753 	 0.000024596560 	 16.0 
 115 	-0.0055753016 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00074442 	 0.000000158155 	 27.0 
 115 	-0.0055895925 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00099021 	 0.000000048359 	 100.0 
 115 	-0.0055895925 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00061014 	 0.000000000394 	 107.0 
 116 	 -0.0049328874 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.009456490366 	 --- 
 116 	-0.0049335957 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003712 	 0.000066740180 	  6.0 
 116 	-0.0052432499 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00080407 	 0.000024290331 	 19.0 
 116 	-0.0052435000 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00089574 	 0.000000885013 	 33.0 
 116 	-0.0052567088 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00072928 	 0.000000042503 	 124.0 
 116 	-0.0052567089 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00086366 	 0.000000002281 	 130.0 
 116 	-0.0052567144 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00082427 	 0.000000000002 	 255.0 
 117 	 -0.0046236846 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.009115362169 	 --- 
 117 	-0.0046243659 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003630 	 0.000063680723 	  6.0 
 117 	-0.0049243989 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00088809 	 0.000023424002 	 16.0 
 117 	-0.0049246559 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00086484 	 0.000000130970 	 27.0 
 117 	-0.0049400762 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00086463 	 0.000000059604 	 87.0 
 117 	-0.0049400763 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00068877 	 0.000000002043 	 94.0 
 117 	-0.0049400841 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00098759 	 0.000000000003 	 206.0 
 118 	 -0.0043301994 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.008781496838 	 --- 
 118 	-0.0043308549 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003549 	 0.000060709490 	  6.0 
 118 	-0.0046357620 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00011558 	 0.000024795893 	 15.0 
 118 	-0.0046357844 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00045019 	 0.000000320978 	 23.0 
 118 	-0.0046391841 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00094569 	 0.000000002992 	 66.0 
 118 	-0.0046391841 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00083182 	 0.000000000034 	 83.0 
 119 	 -0.0040519521 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.008454774589 	 --- 
 119 	-0.0040525823 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003469 	 0.000057830129 	  6.0 
 119 	-0.0043479597 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00038538 	 0.000023965941 	 17.0 
 119 	-0.0043480213 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00089392 	 0.000000526052 	 27.0 
 119 	-0.0043535053 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00079090 	 0.000000008027 	 88.0 
 119 	-0.0043535053 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00091255 	 0.000000000210 	 104.0 
 120 	 -0.0037884165 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.008135354249 	 --- 
 120 	-0.0037890221 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003389 	 0.000055044573 	  6.0 
 120 	-0.0040738083 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00059129 	 0.000022969743 	 18.0 
 120 	-0.0040739306 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00089999 	 0.000000156855 	 29.0 
 120 	-0.0040825338 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00098623 	 0.000000020352 	 109.0 
 120 	-0.0040825338 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00098952 	 0.000000000444 	 119.0 
 121 	 -0.0035390707 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.007823339015 	 --- 
 121 	-0.0035396524 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003309 	 0.000052354596 	  6.0 
 121 	-0.0038076975 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00096664 	 0.000021032491 	 19.0 
 121 	-0.0038080541 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00099899 	 0.000000268197 	 34.0 
 121 	-0.0038257496 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00092872 	 0.000000088711 	 117.0 
 121 	-0.0038257496 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00059751 	 0.000000001585 	 124.0 
 121 	-0.0038257619 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00092125 	 0.000000000002 	 242.0 
 122 	 -0.0033034142 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.007518744359 	 --- 
 122 	-0.0033039724 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003230 	 0.000049761718 	  6.0 
 122 	-0.0035750360 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00053294 	 0.000022118534 	 17.0 
 122 	-0.0035751352 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00070889 	 0.000000489806 	 27.0 
 122 	-0.0035826716 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00093907 	 0.000000016659 	 94.0 
 122 	-0.0035826716 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00097038 	 0.000000000307 	 104.0 
 123 	 -0.0030808928 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.007221813735 	 --- 
 123 	-0.0030814286 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003152 	 0.000047266568 	  6.0 
 123 	-0.0033402917 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00076508 	 0.000020859400 	 20.0 
 123 	-0.0033405166 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00093400 	 0.000000439712 	 35.0 
 123 	-0.0033527505 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00089850 	 0.000000045357 	 120.0 
 123 	-0.0033527505 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00077104 	 0.000000000664 	 128.0 
 124 	 -0.0028710173 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.006932462445 	 --- 
 124 	-0.0028715312 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00003075 	 0.000044870104 	  6.0 
 124 	-0.0031172671 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00097064 	 0.000019517239 	 23.0 
 124 	-0.0031176503 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00088510 	 0.000000249671 	 40.0 
 124 	-0.0031354925 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00099359 	 0.000000099677 	 126.0 
 124 	-0.0031354925 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00083459 	 0.000000005767 	 132.0 
 124 	-0.0031355067 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00097497 	 0.000000000002 	 246.0 
 125 	 -0.0026733118 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.006650636657 	 --- 
 125 	-0.0026738039 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002998 	 0.000042572445 	  6.0 
 125 	-0.0029223841 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00056060 	 0.000020537963 	 18.0 
 125 	-0.0029225051 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00073525 	 0.000000505951 	 31.0 
 125 	-0.0029304261 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00090449 	 0.000000020391 	 101.0 
 125 	-0.0029304261 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00091845 	 0.000000000211 	 111.0 
 126 	 -0.0024871904 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.006376756778 	 --- 
 126 	-0.0024876622 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002922 	 0.000040372947 	  6.0 
 126 	-0.0027185812 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00097862 	 0.000018591326 	 22.0 
 126 	-0.0027189738 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00092459 	 0.000000365647 	 40.0 
 126 	-0.0027369976 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00091299 	 0.000000109155 	 139.0 
 126 	-0.0027369977 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00057758 	 0.000000002428 	 145.0 
 126 	-0.0027370135 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00082406 	 0.000000000002 	 268.0 
 127 	 -0.0023122335 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.006110421523 	 --- 
 127 	-0.0023126849 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002847 	 0.000038271242 	  6.0 
 127 	-0.0025484648 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00045970 	 0.000019758834 	 18.0 
 127 	-0.0025485456 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00083077 	 0.000000195043 	 30.0 
 127 	-0.0025547765 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00095148 	 0.000000013572 	 105.0 
 127 	-0.0025547765 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00095803 	 0.000000000168 	 116.0 
 128 	 -0.0021478892 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.005851977437 	 --- 
 128 	-0.0021483213 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002773 	 0.000036266100 	  6.0 
 128 	-0.0023705616 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00077833 	 0.000018245463 	 20.0 
 128 	-0.0023707954 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00088218 	 0.000000679960 	 36.0 
 128 	-0.0023832238 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00086013 	 0.000000055954 	 142.0 
 128 	-0.0023832239 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00068072 	 0.000000000964 	 149.0 
 129 	 -0.0019936932 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.005601272702 	 --- 
 129 	-0.0019941068 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002699 	 0.000034355864 	  6.0 
 129 	-0.0022109460 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00070658 	 0.000017996713 	 25.0 
 129 	-0.0022111383 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00076702 	 0.000000463314 	 41.0 
 129 	-0.0022218911 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00096026 	 0.000000043531 	 155.0 
 129 	-0.0022218911 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00087052 	 0.000000001046 	 162.0 
 129 	-0.0022218976 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00081537 	 0.000000000001 	 300.0 
 130 	 -0.0018492295 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.005358062318 	 --- 
 130 	-0.0018496242 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002627 	 0.000032538838 	  6.0 
 130 	-0.0020522138 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00097103 	 0.000016479086 	 19.0 
 130 	-0.0020525560 	 -0.0100000000 	    3 	    0 	 0.00100000	 0.00093725 	 0.000000870515 	 33.0 
 130 	-0.0020703004 	 -0.0100000000 	    4 	    0 	 0.00100000	 0.00097035 	 0.000000122994 	 111.0 
 130 	-0.0020703005 	 -0.0100000000 	    5 	    0 	 0.00100000	 0.00096383 	 0.000000005267 	 117.0 
 130 	-0.0020703188 	 -0.0100000000 	    6 	    0 	 0.00100000	 0.00083795 	 0.000000000002 	 242.0 
 131 	 -0.0017139255 	 -0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.005122873151 	 --- 
 131 	-0.0017143029 	 -0.0100000000 	    1 	    0 	 0.00100000	 0.00002556 	 0.000030812765 	  6.0 
 131 	-0.0019232588 	 -0.0100000000 	    2 	    0 	 0.00100000	 0.00035527 	 0.000018004593 	 16.0 
