	 its 	 r 	 ds 	 Newton iteration 	 flag 	 tol 	 residual 	 F(u;r) 	 iterations needed 
 173 	-0.6808071917 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000269079880 	  4.0 
 173 	-0.6808053077 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000484 	 0.000000002008 	  8.0 
 173 	-0.6808053077 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000605 	 0.000000000096 	 14.0 
 174 	 -0.6886632947 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053248559946 	 --- 
 174 	-0.6882370615 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000268865258 	  4.0 
 174 	-0.6882351863 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000491 	 0.000000001999 	  8.0 
 174 	-0.6882351863 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000661 	 0.000000000094 	 14.0 
 175 	 -0.6960984447 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053211782055 	 --- 
 175 	-0.6956725115 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000268650677 	  4.0 
 175 	-0.6956706450 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000498 	 0.000000001995 	  8.0 
 175 	-0.6956706450 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000606 	 0.000000000191 	 14.0 
 176 	 -0.7035391538 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053175012563 	 --- 
 176 	-0.7031135222 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000268436142 	  4.0 
 176 	-0.7031116643 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000505 	 0.000000002114 	  8.0 
 176 	-0.7031116643 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000787 	 0.000000000340 	 14.0 
 177 	 -0.7109854022 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053138252034 	 --- 
 177 	-0.7105600739 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000268221656 	  4.0 
 177 	-0.7105582246 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000512 	 0.000000002117 	  8.0 
 177 	-0.7105582246 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000576 	 0.000000000105 	 14.0 
 178 	 -0.7184371706 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053101501020 	 --- 
 178 	-0.7180121470 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000268007223 	  4.0 
 178 	-0.7180103063 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000519 	 0.000000002031 	  8.0 
 178 	-0.7180103063 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000606 	 0.000000000345 	 14.0 
 179 	 -0.7258944396 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053064760072 	 --- 
 179 	-0.7254697221 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000267792846 	  4.0 
 179 	-0.7254678899 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000526 	 0.000000002092 	  8.0 
 179 	-0.7254678899 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000700 	 0.000000000106 	 14.0 
 180 	 -0.7333571896 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053028029730 	 --- 
 180 	-0.7329327799 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000267578530 	  4.0 
 180 	-0.7329309561 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000533 	 0.000000002042 	  8.0 
 180 	-0.7329309561 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000553 	 0.000000000190 	 14.0 
 181 	 -0.7408254016 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052991310528 	 --- 
 181 	-0.7404013010 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000267364277 	  4.0 
 181 	-0.7403994856 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000540 	 0.000000002078 	  8.0 
 181 	-0.7403994856 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000585 	 0.000000000184 	 14.0 
 182 	 -0.7482990562 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052954602994 	 --- 
 182 	-0.7478752663 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000267150092 	  4.0 
 182 	-0.7478734592 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000547 	 0.000000002059 	  8.0 
 182 	-0.7478734592 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000526 	 0.000000000341 	 14.0 
 183 	 -0.7557781345 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052917907647 	 --- 
 183 	-0.7553546566 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000266935978 	  4.0 
 183 	-0.7553528578 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000553 	 0.000000002096 	  8.0 
 183 	-0.7553528578 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000546 	 0.000000000345 	 14.0 
 184 	 -0.7632626174 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052881225001 	 --- 
 184 	-0.7628394528 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000266721939 	  4.0 
 184 	-0.7628376623 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000560 	 0.000000002113 	  8.0 
 184 	-0.7628376623 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000493 	 0.000000000193 	 14.0 
 185 	 -0.7707524858 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052844555565 	 --- 
 185 	-0.7703296361 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000266507978 	  4.0 
 185 	-0.7703278538 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000566 	 0.000000002093 	  8.0 
 185 	-0.7703278538 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000478 	 0.000000000200 	 14.0 
 186 	 -0.7782477211 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052807899837 	 --- 
 186 	-0.7778251875 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000266294099 	  4.0 
 186 	-0.7778234133 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000573 	 0.000000002102 	  8.0 
 186 	-0.7778234133 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000533 	 0.000000000109 	 14.0 
 187 	 -0.7857483043 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052771258312 	 --- 
 187 	-0.7853260882 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000266080304 	  4.0 
 187 	-0.7853243221 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000579 	 0.000000002111 	  8.0 
 187 	-0.7853243221 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000582 	 0.000000000102 	 14.0 
 188 	 -0.7932542169 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052734631478 	 --- 
 188 	-0.7928323196 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000265866597 	  4.0 
 188 	-0.7928305615 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000586 	 0.000000002136 	  8.0 
 188 	-0.7928305615 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000561 	 0.000000000121 	 14.0 
 189 	 -0.8007654400 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052698019816 	 --- 
 189 	-0.8003438629 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000265652982 	  4.0 
 189 	-0.8003421128 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000592 	 0.000000002130 	  8.0 
 189 	-0.8003421128 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000589 	 0.000000000338 	 14.0 
 190 	 -0.8082819554 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052661423800 	 --- 
 190 	-0.8078606995 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000265439461 	  4.0 
 190 	-0.8078589575 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000599 	 0.000000002156 	  8.0 
 190 	-0.8078589575 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000505 	 0.000000000114 	 14.0 
 191 	 -0.8158037443 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052624843899 	 --- 
 191 	-0.8153828112 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000265226038 	  4.0 
 191 	-0.8153810770 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000605 	 0.000000002141 	  8.0 
 191 	-0.8153810770 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000481 	 0.000000000341 	 14.0 
 192 	 -0.8233307886 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052588280576 	 --- 
 192 	-0.8229101793 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000265012716 	  4.0 
 192 	-0.8229084530 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000611 	 0.000000002172 	  8.0 
 192 	-0.8229084530 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000458 	 0.000000000341 	 14.0 
 193 	 -0.8308630697 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052551734287 	 --- 
 193 	-0.8304427856 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000264799498 	  4.0 
 193 	-0.8304410671 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000617 	 0.000000002161 	  8.0 
 193 	-0.8304410671 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000521 	 0.000000000124 	 14.0 
 194 	 -0.8384005697 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052515205481 	 --- 
 194 	-0.8379806118 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000264586387 	  4.0 
 194 	-0.8379789011 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000623 	 0.000000002166 	  8.0 
 194 	-0.8379789011 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000565 	 0.000000000107 	 14.0 
 195 	 -0.8459432701 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052478694604 	 --- 
 195 	-0.8455236398 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000264373386 	  4.0 
 195 	-0.8455219368 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000629 	 0.000000002181 	  8.0 
 195 	-0.8455219368 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000551 	 0.000000000195 	 14.0 
 196 	 -0.8534911531 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052442202092 	 --- 
 196 	-0.8530718514 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000264160498 	  4.0 
 196 	-0.8530701561 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000635 	 0.000000002185 	  8.0 
 196 	-0.8530701561 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000491 	 0.000000000340 	 14.0 
 197 	 -0.8610442006 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052405728380 	 --- 
 197 	-0.8606252287 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000263947726 	  4.0 
 197 	-0.8606235410 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000641 	 0.000000002284 	  8.0 
 197 	-0.8606235410 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000441 	 0.000000000089 	 14.0 
 198 	 -0.8686023946 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052369273893 	 --- 
 198 	-0.8681837536 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000263735072 	  4.0 
 198 	-0.8681820735 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000647 	 0.000000002208 	  8.0 
 198 	-0.8681820735 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000552 	 0.000000000182 	 14.0 
 199 	 -0.8761657173 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052332839052 	 --- 
 199 	-0.8757474084 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000263522541 	  4.0 
 199 	-0.8757457359 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000653 	 0.000000002258 	  8.0 
 199 	-0.8757457359 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000464 	 0.000000000185 	 14.0 
 200 	 -0.8837341510 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052296424273 	 --- 
 200 	-0.8833161753 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000263310133 	  4.0 
 200 	-0.8833145102 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000659 	 0.000000002217 	  8.0 
 200 	-0.8833145102 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000446 	 0.000000000201 	 14.0 
 201 	 -0.8913076780 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052260029964 	 --- 
 201 	-0.8908900364 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000263097853 	  4.0 
 201 	-0.8908883788 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000665 	 0.000000002227 	  8.0 
 201 	-0.8908883788 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000526 	 0.000000000099 	 14.0 
 202 	 -0.8988862805 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052223656530 	 --- 
 202 	-0.8984689743 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000262885703 	  4.0 
 202 	-0.8984673241 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000670 	 0.000000002233 	  8.0 
 202 	-0.8984673241 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000462 	 0.000000000116 	 14.0 
 203 	 -0.9064699411 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052187304369 	 --- 
 203 	-0.9060529712 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000262673685 	  4.0 
 203 	-0.9060513284 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000676 	 0.000000002263 	  8.0 
 203 	-0.9060513284 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000623 	 0.000000000098 	 14.0 
 204 	 -0.9140586424 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052150973874 	 --- 
 204 	-0.9136420098 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000262461803 	  4.0 
 204 	-0.9136403743 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000682 	 0.000000002340 	  8.0 
 204 	-0.9136403743 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000454 	 0.000000000208 	 14.0 
 205 	 -0.9216523668 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052114665433 	 --- 
 205 	-0.9212360726 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000262250058 	  4.0 
 205 	-0.9212344444 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000687 	 0.000000002281 	  8.0 
 205 	-0.9212344444 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000458 	 0.000000000186 	 14.0 
 206 	 -0.9292510971 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052078379428 	 --- 
 206 	-0.9288351423 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000262038454 	  4.0 
 206 	-0.9288335213 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000693 	 0.000000002263 	  8.0 
 206 	-0.9288335213 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000586 	 0.000000000124 	 14.0 
 207 	 -0.9368548161 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052042116235 	 --- 
 207 	-0.9364392016 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000261826992 	  4.0 
 207 	-0.9364375878 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000698 	 0.000000002270 	  8.0 
 207 	-0.9364375878 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000501 	 0.000000000110 	 14.0 
 208 	 -0.9444635064 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.052005876228 	 --- 
 208 	-0.9440482333 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000261615676 	  4.0 
 208 	-0.9440466267 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000704 	 0.000000002281 	  8.0 
 208 	-0.9440466267 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000455 	 0.000000000104 	 14.0 
 209 	 -0.9520771512 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051969659771 	 --- 
 209 	-0.9516622202 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000261404508 	  4.0 
 209 	-0.9516606207 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000709 	 0.000000002305 	  8.0 
 209 	-0.9516606207 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000452 	 0.000000000342 	 14.0 
 210 	 -0.9596957332 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051933467226 	 --- 
 210 	-0.9592811454 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000261193490 	  4.0 
 210 	-0.9592795530 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000715 	 0.000000002291 	  8.0 
 210 	-0.9592795530 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000582 	 0.000000000103 	 14.0 
 211 	 -0.9673192356 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051897298951 	 --- 
 211 	-0.9669049919 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000260982624 	  4.0 
 211 	-0.9669034065 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000720 	 0.000000002322 	  8.0 
 211 	-0.9669034065 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000552 	 0.000000000093 	 14.0 
 212 	 -0.9749476415 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051861155296 	 --- 
 212 	-0.9745337428 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000260771914 	  4.0 
 212 	-0.9745321644 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000725 	 0.000000002307 	  8.0 
 212 	-0.9745321644 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000444 	 0.000000000118 	 14.0 
 213 	 -0.9825809340 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051825036607 	 --- 
 213 	-0.9821673811 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000260561361 	  4.0 
 213 	-0.9821658097 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000731 	 0.000000002324 	  8.0 
 213 	-0.9821658097 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000446 	 0.000000000203 	 14.0 
 214 	 -0.9902190964 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051788943226 	 --- 
 214 	-0.9898058903 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000260350967 	  4.0 
 214 	-0.9898043257 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000736 	 0.000000002322 	  8.0 
 214 	-0.9898043257 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000527 	 0.000000000100 	 14.0 
 215 	 -0.9978621120 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051752875490 	 --- 
 215 	-0.9974492535 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000260140735 	  4.0 
 215 	-0.9974476958 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000741 	 0.000000002327 	  8.0 
 215 	-0.9974476958 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000430 	 0.000000000107 	 14.0 
 216 	 -1.0055099643 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051716833731 	 --- 
 216 	-1.0050974541 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000259930667 	  4.0 
 216 	-1.0050959033 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000746 	 0.000000002338 	  8.0 
 216 	-1.0050959033 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000509 	 0.000000000113 	 14.0 
 217 	 -1.0131626366 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051680818275 	 --- 
 217 	-1.0127504757 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000259720765 	  4.0 
 217 	-1.0127489317 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000751 	 0.000000002343 	  8.0 
 217 	-1.0127489317 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000493 	 0.000000000110 	 14.0 
 218 	 -1.0208201126 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051644829446 	 --- 
 218 	-1.0204083018 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000259511031 	  4.0 
 218 	-1.0204067645 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000756 	 0.000000002347 	  8.0 
 218 	-1.0204067645 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000377 	 0.000000000105 	 14.0 
 219 	 -1.0284823759 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051608867560 	 --- 
 219 	-1.0280709158 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000259301468 	  4.0 
 219 	-1.0280693853 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000761 	 0.000000002359 	  8.0 
 219 	-1.0280693853 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000458 	 0.000000000103 	 14.0 
 220 	 -1.0361494100 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051572932931 	 --- 
 220 	-1.0357383015 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000259092077 	  4.0 
 220 	-1.0357367777 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000766 	 0.000000002360 	  8.0 
 220 	-1.0357367777 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000456 	 0.000000000202 	 14.0 
 221 	 -1.0438211988 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051537025868 	 --- 
 221 	-1.0434104427 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000258882860 	  4.0 
 221 	-1.0434089255 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000771 	 0.000000002391 	  8.0 
 221 	-1.0434089255 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000441 	 0.000000000101 	 14.0 
 222 	 -1.0514977261 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051501146674 	 --- 
 222 	-1.0510873231 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000258673820 	  4.0 
 222 	-1.0510858125 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000776 	 0.000000002374 	  8.0 
 222 	-1.0510858125 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000381 	 0.000000000196 	 14.0 
 223 	 -1.0591789757 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051465295650 	 --- 
 223 	-1.0587689266 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000258464959 	  4.0 
 223 	-1.0587674225 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000781 	 0.000000002380 	  8.0 
 223 	-1.0587674225 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000463 	 0.000000000109 	 14.0 
 224 	 -1.0668649317 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051429473090 	 --- 
 224 	-1.0664552371 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000258256278 	  4.0 
 224 	-1.0664537396 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000786 	 0.000000002386 	  8.0 
 224 	-1.0664537396 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000412 	 0.000000000093 	 14.0 
 225 	 -1.0745555780 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051393679286 	 --- 
 225 	-1.0741462387 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000258047779 	  4.0 
 225 	-1.0741447477 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000791 	 0.000000002403 	  8.0 
 225 	-1.0741447477 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000440 	 0.000000000112 	 14.0 
 226 	 -1.0822508987 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051357914524 	 --- 
 226 	-1.0818419154 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000257839464 	  4.0 
 226 	-1.0818404308 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000796 	 0.000000002407 	  8.0 
 226 	-1.0818404308 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000495 	 0.000000000343 	 14.0 
 227 	 -1.0899508780 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051322179086 	 --- 
 227 	-1.0895422513 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000257631336 	  4.0 
 227 	-1.0895407732 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000800 	 0.000000002412 	  8.0 
 227 	-1.0895407732 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000463 	 0.000000000191 	 14.0 
 228 	 -1.0976555001 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051286473251 	 --- 
 228 	-1.0972472308 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000257423395 	  4.0 
 228 	-1.0972457590 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000805 	 0.000000002418 	  8.0 
 228 	-1.0972457590 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000471 	 0.000000000101 	 14.0 
 229 	 -1.1053647493 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051250797293 	 --- 
 229 	-1.1049568379 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000257215644 	  4.0 
 229 	-1.1049553725 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000810 	 0.000000002424 	  8.0 
 229 	-1.1049553725 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000401 	 0.000000000182 	 14.0 
 230 	 -1.1130786100 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051215151481 	 --- 
 230 	-1.1126710572 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000257008085 	  4.0 
 230 	-1.1126695980 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000814 	 0.000000002425 	  8.0 
 230 	-1.1126695980 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000463 	 0.000000000102 	 14.0 
 231 	 -1.1207970666 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051179536081 	 --- 
 231 	-1.1203898730 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000256800718 	  4.0 
 231 	-1.1203884201 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000819 	 0.000000002455 	  8.0 
 231 	-1.1203884201 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000502 	 0.000000000197 	 14.0 
 232 	 -1.1285201035 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051143951355 	 --- 
