	 its 	 r 	 ds 	 Newton iteration 	 flag 	 tol 	 residual 	 F(u;r) 	 iterations needed 
  58 	 0.1266924945 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057332394146 	 --- 
  58 	0.1271353794 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000019 	 0.000292413259 	  4.0 
  58 	0.1271387200 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00007506 	 0.000000025750 	  8.0 
  58 	0.1271387201 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00088025 	 0.000000000112 	 18.0 
  59 	 0.1200552053 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057300993694 	 --- 
  59 	0.1204981770 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000018 	 0.000292238093 	  4.0 
  59 	0.1205014999 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00011915 	 0.000000025193 	  8.0 
  59 	0.1205014999 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00092184 	 0.000000000351 	 16.0 
  60 	 0.1134094617 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057269464688 	 --- 
  60 	0.1138525146 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000017 	 0.000292062000 	  4.0 
  60 	0.1138558198 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00006883 	 0.000000024312 	  9.0 
  60 	0.1138558198 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00083468 	 0.000000000098 	 19.0 
  61 	 0.1067552948 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057237809160 	 --- 
  61 	0.1071984231 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000016 	 0.000291884993 	  4.0 
  61 	0.1072017109 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00006733 	 0.000000024154 	  8.0 
  61 	0.1072017109 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00057430 	 0.000000000201 	 17.0 
  62 	 0.1000927353 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057206029127 	 --- 
  62 	0.1005359336 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000015 	 0.000291707088 	  4.0 
  62 	0.1005392040 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00006464 	 0.000000023651 	  8.0 
  62 	0.1005392040 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00039822 	 0.000000000203 	 17.0 
  63 	 0.0934218139 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057174126583 	 --- 
  63 	0.0938650768 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000013 	 0.000291528298 	  4.0 
  63 	0.0938683299 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00006186 	 0.000000023159 	  8.0 
  63 	0.0938683299 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00054319 	 0.000000000197 	 14.0 
  64 	 0.0867425614 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057142103504 	 --- 
  64 	0.0871858834 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000012 	 0.000291348639 	  4.0 
  64 	0.0871891193 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00005897 	 0.000000022689 	  8.0 
  64 	0.0871891193 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00072507 	 0.000000000197 	 15.0 
  65 	 0.0800550081 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057109961849 	 --- 
  65 	0.0804983838 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000011 	 0.000291168124 	  4.0 
  65 	0.0805016027 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00005595 	 0.000000022232 	  8.0 
  65 	0.0805016027 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00065521 	 0.000000000129 	 14.0 
  66 	 0.0733591846 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057077703555 	 --- 
  66 	0.0738026087 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000010 	 0.000290986767 	  4.0 
  66 	0.0738058106 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00012676 	 0.000000021781 	  8.0 
  66 	0.0738058106 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00068086 	 0.000000000187 	 16.0 
  67 	 0.0666551212 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057045330544 	 --- 
  67 	0.0670985883 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000009 	 0.000290804582 	  4.0 
  67 	0.0671017733 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00004935 	 0.000000021453 	  8.0 
  67 	0.0671017733 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00017166 	 0.000000000347 	 17.0 
  68 	 0.0599428479 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.057012844716 	 --- 
  68 	0.0603863529 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000008 	 0.000290621583 	  4.0 
  68 	0.0603895211 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00004570 	 0.000000020885 	  8.0 
  68 	0.0603895211 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00026692 	 0.000000000340 	 16.0 
  69 	 0.0532223950 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056980247956 	 --- 
  69 	0.0536659325 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000007 	 0.000290437784 	  4.0 
  69 	0.0536690841 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00004543 	 0.000000020475 	  8.0 
  69 	0.0536690841 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00046270 	 0.000000000204 	 16.0 
  70 	 0.0464937924 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056947542128 	 --- 
  70 	0.0469373574 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000006 	 0.000290253198 	  4.0 
  70 	0.0469404924 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00003750 	 0.000000020075 	  8.0 
  70 	0.0469404924 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00031035 	 0.000000000142 	 16.0 
  71 	 0.0397570700 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056914729080 	 --- 
  71 	0.0402006573 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000005 	 0.000290067837 	  4.0 
  71 	0.0402037759 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00003289 	 0.000000019662 	  8.0 
  71 	0.0402037759 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00046432 	 0.000000000105 	 14.0 
  72 	 0.0330122575 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056881810639 	 --- 
  72 	0.0334558621 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000004 	 0.000289881717 	  4.0 
  72 	0.0334589643 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00002789 	 0.000000019274 	  8.0 
  72 	0.0334589643 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00060791 	 0.000000000102 	 15.0 
  73 	 0.0262593846 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056848788618 	 --- 
  73 	0.0267030015 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000289694849 	  4.0 
  73 	0.0267060875 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00002255 	 0.000000018895 	  8.0 
  73 	0.0267060875 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00079193 	 0.000000000103 	 14.0 
  74 	 0.0194984809 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056815664810 	 --- 
  74 	0.0199421051 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000289507246 	  4.0 
  74 	0.0199451749 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00001692 	 0.000000018528 	  8.0 
  74 	0.0199451749 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00066239 	 0.000000000108 	 15.0 
  75 	 0.0127295758 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056782440990 	 --- 
  75 	0.0131732024 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000289318922 	  4.0 
  75 	0.0131762562 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00001111 	 0.000000018151 	  8.0 
  75 	0.0131762561 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00094103 	 0.000000001045 	 22.0 
  75 	0.0131762560 	 0.0100000000 	    4 	    0 	 0.00100000	 0.00011215 	 0.000000212916 	 46.0 
  75 	0.0131762561 	 0.0100000000 	    5 	    0 	 0.00100000	 0.00005931 	 0.000000000114 	 51.0 
  76 	 0.0059527138 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056748991730 	 --- 
  76 	0.0063963369 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000289128638 	  4.0 
  76 	0.0063993748 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000302 	 0.000000010141 	  8.0 
  76 	0.0063993748 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00059456 	 0.000000000188 	 14.0 
  77 	 -0.0008321070 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056715699206 	 --- 
  77 	-0.0003884903 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000288940153 	  4.0 
  77 	-0.0003854683 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000016 	 0.000000009149 	  8.0 
  77 	-0.0003854587 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002978 	 0.000009748804 	 20.0 
  77 	-0.0003854587 	 0.0100000000 	    4 	    0 	 0.00100000	 0.00018925 	 0.000000015698 	 24.0 
  77 	-0.0003854512 	 0.0100000000 	    5 	    0 	 0.00100000	 0.00058692 	 0.000006074890 	 36.0 
  77 	-0.0003854512 	 0.0100000000 	    6 	    0 	 0.00100000	 0.00014611 	 0.000000007621 	 40.0 
  77 	-0.0003843154 	 0.0100000000 	    7 	    0 	 0.00100000	 0.00063630 	 0.137641196691 	 57.0 
  77 	-0.0003843851 	 0.0100000000 	    8 	    0 	 0.00100000	 0.00000321 	 0.004163241733 	 61.0 
  77 	-0.0003843874 	 0.0100000000 	    9 	    0 	 0.00100000	 0.00013907 	 0.000005063218 	 65.0 
  77 	-0.0003842840 	 0.0100000000 	   10 	    0 	 0.00100000	 0.00001009 	 0.001301429139 	 73.0 
  77 	-0.0003842848 	 0.0100000000 	   11 	    0 	 0.00100000	 0.00002843 	 0.000000425274 	 77.0 
  77 	-0.0003842848 	 0.0100000000 	   12 	    0 	 0.00100000	 0.00054608 	 0.000000000115 	 82.0 
  78 	 -0.0038128499 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.027073318059 	 --- 
  78 	-0.0036240728 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000064590277 	  4.0 
  78 	-0.0036221365 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00002788 	 0.000000141968 	  8.0 
  78 	-0.0036605063 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003633 	 0.000000433410 	 18.0 
  78 	-0.0036605090 	 0.0100000000 	    4 	    0 	 0.00100000	 0.00026190 	 0.000000000262 	 22.0 
  79 	 -0.0108838763 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056335247290 	 --- 
  79 	-0.0104397084 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000286502111 	  4.0 
  79 	-0.0104367301 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000110 	 0.000000002614 	  8.0 
  79 	-0.0104367436 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00010181 	 0.000000000203 	 20.0 
  80 	 -0.0176876901 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056631137872 	 --- 
  80 	-0.0172441042 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000288460598 	  4.0 
  80 	-0.0172411211 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000187 	 0.000000002574 	  8.0 
  80 	-0.0172411211 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00005772 	 0.000000000344 	 14.0 
  81 	 -0.0244999110 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056598696982 	 --- 
  81 	-0.0240563568 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000288274768 	  4.0 
  81 	-0.0240533892 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000243 	 0.000000002541 	  8.0 
  81 	-0.0240533892 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00006154 	 0.000000000101 	 14.0 
  82 	 -0.0313199530 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056564869837 	 --- 
  82 	-0.0308764273 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000288082082 	  4.0 
  82 	-0.0308734751 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000289 	 0.000000002481 	  8.0 
  82 	-0.0308734751 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00004365 	 0.000000000210 	 14.0 
  83 	 -0.0381477796 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056530952572 	 --- 
  83 	-0.0377042869 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000287888752 	  4.0 
  83 	-0.0377013500 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000325 	 0.000000002439 	  8.0 
  83 	-0.0377013500 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003361 	 0.000000000202 	 14.0 
  84 	 -0.0449833621 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056496949652 	 --- 
  84 	-0.0445399071 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000287694804 	  4.0 
  84 	-0.0445369853 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000352 	 0.000000002397 	  8.0 
  84 	-0.0445369853 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002752 	 0.000000000121 	 14.0 
  85 	 -0.0518266722 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056462862697 	 --- 
  85 	-0.0513832592 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000287500249 	  4.0 
  85 	-0.0513803526 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000372 	 0.000000002399 	  8.0 
  85 	-0.0513803526 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003136 	 0.000000000345 	 14.0 
  86 	 -0.0586776815 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056428693305 	 --- 
  86 	-0.0582343150 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000287305099 	  4.0 
  86 	-0.0582314234 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000385 	 0.000000002331 	  8.0 
  86 	-0.0582314234 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002530 	 0.000000000087 	 14.0 
  87 	 -0.0655363617 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056394443057 	 --- 
  87 	-0.0650930461 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000287109365 	  4.0 
  87 	-0.0650901695 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000393 	 0.000000002272 	  8.0 
  87 	-0.0650901695 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002782 	 0.000000000083 	 14.0 
  88 	 -0.0724026847 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056360113519 	 --- 
  88 	-0.0719594245 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000286913058 	  4.0 
  88 	-0.0719565627 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000397 	 0.000000002231 	  8.0 
  88 	-0.0719565627 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002157 	 0.000000000102 	 14.0 
  89 	 -0.0792766226 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056325706239 	 --- 
  89 	-0.0788334221 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000286716190 	  4.0 
  89 	-0.0788305750 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000397 	 0.000000002218 	  8.0 
  89 	-0.0788305750 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002061 	 0.000000000110 	 14.0 
  90 	 -0.0861581474 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056291222752 	 --- 
  90 	-0.0857150108 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000286518770 	  4.0 
  90 	-0.0857121785 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000395 	 0.000000002160 	  8.0 
  90 	-0.0857121784 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002011 	 0.000000000205 	 14.0 
  91 	 -0.0930472314 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056256664574 	 --- 
  91 	-0.0926041630 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000286320811 	  4.0 
  91 	-0.0926013451 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000390 	 0.000000002182 	  8.0 
  91 	-0.0926013451 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002027 	 0.000000000344 	 14.0 
  92 	 -0.0999438467 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056222033208 	 --- 
  92 	-0.0995008507 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000286122323 	  4.0 
  92 	-0.0994980474 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000384 	 0.000000002121 	  8.0 
  92 	-0.0994980474 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001836 	 0.000000000110 	 14.0 
  93 	 -0.1068479659 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056187330140 	 --- 
  93 	-0.1064050465 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000285923317 	  4.0 
  93 	-0.1064022575 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000376 	 0.000000002062 	  8.0 
  93 	-0.1064022575 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001779 	 0.000000000100 	 14.0 
  94 	 -0.1137595614 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056152556840 	 --- 
  94 	-0.1133167227 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000285723803 	  4.0 
  94 	-0.1133139480 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000366 	 0.000000002061 	  8.0 
  94 	-0.1133139480 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002225 	 0.000000000107 	 14.0 
  95 	 -0.1206786059 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056117714765 	 --- 
  95 	-0.1202358519 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000285523791 	  4.0 
  95 	-0.1202330914 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000356 	 0.000000002012 	  8.0 
  95 	-0.1202330914 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001720 	 0.000000000102 	 14.0 
  96 	 -0.1276050721 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056082805353 	 --- 
  96 	-0.1271624069 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000285323292 	  4.0 
  96 	-0.1271596605 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000346 	 0.000000001975 	  8.0 
  96 	-0.1271596605 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001793 	 0.000000000117 	 14.0 
  97 	 -0.1345389328 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056047830032 	 --- 
  97 	-0.1340963603 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000285122316 	  4.0 
  97 	-0.1340936280 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000334 	 0.000000001954 	  8.0 
  97 	-0.1340936280 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002034 	 0.000000000352 	 14.0 
  98 	 -0.1414801609 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.056012790210 	 --- 
  98 	-0.1410376852 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000284920874 	  4.0 
  98 	-0.1410349668 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000323 	 0.000000001990 	  8.0 
  98 	-0.1410349668 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001961 	 0.000000000113 	 14.0 
  99 	 -0.1484287295 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055977687283 	 --- 
  99 	-0.1479863545 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000284718974 	  4.0 
  99 	-0.1479836499 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000311 	 0.000000001966 	  8.0 
  99 	-0.1479836499 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002045 	 0.000000000096 	 14.0 
 100 	 -0.1553846117 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055942522633 	 --- 
 100 	-0.1549423412 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000284516627 	  4.0 
 100 	-0.1549396505 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000298 	 0.000000001883 	  8.0 
 100 	-0.1549396505 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001989 	 0.000000000342 	 14.0 
 101 	 -0.1623477808 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055907297624 	 --- 
 101 	-0.1619056187 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000284313843 	  4.0 
 101 	-0.1619029416 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000286 	 0.000000001921 	  8.0 
 101 	-0.1619029416 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001990 	 0.000000000193 	 14.0 
 102 	 -0.1693182100 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055872013609 	 --- 
 102 	-0.1688761601 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000284110632 	  4.0 
 102 	-0.1688734967 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000273 	 0.000000001902 	  8.0 
 102 	-0.1688734967 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001964 	 0.000000000121 	 14.0 
 103 	 -0.1762958730 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055836671925 	 --- 
 103 	-0.1758539390 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000283907002 	  4.0 
 103 	-0.1758512891 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000261 	 0.000000001818 	  8.0 
 103 	-0.1758512891 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002129 	 0.000000000202 	 14.0 
 104 	 -0.1832807431 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055801273894 	 --- 
 104 	-0.1828389288 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000283702963 	  4.0 
 104 	-0.1828362923 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000248 	 0.000000001809 	  8.0 
 104 	-0.1828362923 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001786 	 0.000000000191 	 14.0 
 105 	 -0.1902727942 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055765820826 	 --- 
 105 	-0.1898311032 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000283498525 	  4.0 
 105 	-0.1898284801 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000236 	 0.000000001813 	  8.0 
 105 	-0.1898284801 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002048 	 0.000000000122 	 14.0 
 106 	 -0.1972719998 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055730314015 	 --- 
 106 	-0.1968304359 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000283293697 	  4.0 
 106 	-0.1968278260 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000223 	 0.000000001770 	  8.0 
 106 	-0.1968278260 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002102 	 0.000000000091 	 14.0 
 107 	 -0.2042783340 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055694754742 	 --- 
 107 	-0.2038369007 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000283088487 	  4.0 
 107 	-0.2038343040 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000211 	 0.000000001751 	  8.0 
 107 	-0.2038343039 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002406 	 0.000000000102 	 14.0 
 108 	 -0.2112917706 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055659144275 	 --- 
 108 	-0.2108504715 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000282882906 	  4.0 
 108 	-0.2108478879 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000198 	 0.000000001737 	  8.0 
 108 	-0.2108478879 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001908 	 0.000000000117 	 14.0 
 109 	 -0.2183122838 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055623483866 	 --- 
 109 	-0.2178711223 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000282676962 	  4.0 
 109 	-0.2178685518 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000186 	 0.000000001733 	  8.0 
 109 	-0.2178685518 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001980 	 0.000000000341 	 14.0 
 110 	 -0.2253398477 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055587774755 	 --- 
 110 	-0.2248988274 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000282470663 	  4.0 
 110 	-0.2248962698 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000174 	 0.000000001720 	  8.0 
 110 	-0.2248962698 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002374 	 0.000000000349 	 14.0 
 111 	 -0.2323744366 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055552018169 	 --- 
 111 	-0.2319335610 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000282264018 	  4.0 
 111 	-0.2319310162 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000163 	 0.000000001773 	  8.0 
 111 	-0.2319310162 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002604 	 0.000000000111 	 14.0 
 112 	 -0.2394160248 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055516215321 	 --- 
 112 	-0.2389752973 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000282057037 	  4.0 
 112 	-0.2389727653 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000151 	 0.000000001722 	  8.0 
 112 	-0.2389727653 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002373 	 0.000000000105 	 14.0 
 113 	 -0.2464645869 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055480367411 	 --- 
 113 	-0.2460240108 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000281849727 	  4.0 
 113 	-0.2460214915 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000140 	 0.000000001690 	  8.0 
 113 	-0.2460214915 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002830 	 0.000000000114 	 14.0 
 114 	 -0.2535200974 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055444475625 	 --- 
